WT UT	1460445	300846	1721
WT UT	1155299	235006	1285
WT UT	1515266	309299	1770
WT 20	1610539	333415	1702
WT 20	1711631	352226	1871
WT 20	1584958	326709	1639
WT 24hr	840225	159327	1570
WT 24hr	975035	186272	2243
WT 24hr	981393	186759	1814
KO UT	1879176	388831	1889
KO UT	1396421	285006	1774
KO UT	1574926	323053	1761
KO 20	1255934	255188	1512
KO 20	883638	175216	1181
KO 20	1217656	246235	1374
KO 24hr	980055	182734	1661
KO 24hr	1028149	192279	1623
KO 24hr	1060061	201279	1433
